Time;Gaze.X;GazeY;SubjectID;Snippet;TrialNumber
405607,7084;1362,24560599579;849,915017970707;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405614,2209;1361,55966167315;850,783051234474;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405652,3894;1353,17971913923;851,51627280487;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405659,3225;1335,64844994274;847,02799454686;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405701,1126;1338,47507714295;847,792746113962;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405716,4949;1349,99193314907;849,651186630325;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405748,5871;1358,13376070317;848,064483737583;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405763,7441;1358,45954003206;848,532349435649;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405779,4851;1359,5236297635;848,956550681178;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405795,484;1359,95546240241;846,833120511357;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405826,2317;1361,54939509256;840,895301689711;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405841,5108;1360,49695476;843,415217572831;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405885,2768;1320,19102466511;790,535996711535;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405918,5648;1276,169766627;722,239206403456;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405934,3344;1275,28735673908;720,187386021168;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405965,3061;1275,67003507905;718,15872636885;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
405981,3811;1272,01593364129;721,855985835488;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406011,801;1274,79638702294;722,440627207808;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406058,7716;1279,08600167126;723,800920169954;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406073,9165;1278,8560481608;723,449168666539;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406104,4479;1283,51350234427;723,513569570202;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406119,9156;1281,20951707482;723,57130179623;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406150,5851;1274,97640386612;727,934022567337;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406165,7411;1274,09990435606;729,57251181181;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406185,2685;1277,70155900442;730,873602259048;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406210,8839;1278,15634556635;730,115364667354;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406240,5839;1279,70001014368;729,335878344578;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406256,2898;1279,61647075515;730,019021152472;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406286,4663;1277,63712898737;732,050382304723;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406301,8692;1278,21781029246;731,647026013608;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406335,2598;1273,96895380314;737,558953243836;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406460,4634;1307,31784733696;768,368227203239;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406507,1744;1315,05864058494;766,03507539958;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406523,1636;1315,05864058494;766,03507539958;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406554,5499;1319,41466818763;733,671899996212;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406569,8935;1304,03386569739;718,079890691991;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406601,004;1308,73151234867;726,113581532981;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406616,5431;1310,12504469726;727,012888529974;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406635,1264;1293,62160006036;718,5136758193;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406664,6744;1291,41279638841;716,43777348299;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406680,4466;1291,67633518377;704,556951837178;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406696,4412;1288,48108020825;702,738885056643;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406727,4308;1287,29330531961;697,601146873199;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406743,6764;1287,1811584719;697,317156377698;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406785,3148;1291,2663016144;696,358841484197;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406821,099;1290,85173632846;697,770376751742;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406836,3971;1291,6214125263;697,467415781356;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406867,3577;1291,57574791979;700,276704999345;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406882,5746;1289,810238134;700,782413787577;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406913,6776;1288,56626189183;704,805584527186;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406959,9783;1285,82438959338;700,428621948362;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
406975,9826;1285,71266704944;697,610550978951;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407006,9833;1291,44493812858;682,785140595083;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407022,9431;1300,6429682579;683,059737131204;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407039,1425;1302,83961868187;683,629182446816;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407054,4008;1303,18701661681;686,72629357412;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407085,2997;1304,90112662289;689,724023396022;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407101,3624;1300,48945525449;689,293395925905;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407132,3673;1298,86104161934;689,836663976275;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407147,6096;1298,69136273905;688,96725394186;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407177,5752;1298,25480188161;689,547021952255;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407193,4057;1297,3713199043;691,387620656094;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407235,3637;1293,02484630282;696,606419497782;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407270,6397;1290,85749748303;699,53904240287;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407285,5081;1292,91209094944;700,378288689271;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407316,4539;1296,19020690119;701,411353498796;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407331,524;1294,82987905357;701,062953587224;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407362,7397;1293,62967848696;700,521322800052;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407409,2934;1289,99717760952;699,189394860431;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407423,8658;1288,40315827149;700,452464246595;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407454,9565;1288,95409924084;699,743094925222;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407471,1032;1292,47098473096;694,933294783291;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407501,9557;1291,56108021861;692,02361594566;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407517,6314;1293,15267895233;691,434790833196;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407548,7131;1291,64638160994;689,745732903936;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407563,6969;1295,61215727614;691,008548483353;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407579,3821;1295,82330659534;690,793741025926;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407594,3737;1293,48103772818;688,838850456608;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407625,3813;1293,55114611815;689,932931310383;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407641,54;1294,3828645444;690,197587103348;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407685,24;1289,94060892975;695,935127600426;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
407718,3548;1295,41646007781;699,277337271762;b84d57ba-41b7-4951-878c-f975afcdeb96;FixationCross_0;0
