Participant;Expert;Snippet;NumberOfFixations;FixationsPerSecond;Linearity;HasError;HitsBlock;HitsLine;HitsType;HitsReturnType;VerticalNext;VerticalLater;Regression;HorizontalLater;LineRegression;SaccadeLength;StoryOrder_Naive_Score;StoryOrder_Dynamic_Score;StoryOrder_Dynamic_Repetitions;ExecOrder_Naive_Score;ExecOrder_Dynamic_Score;ExecOrder_Dynamic_Repetitions
98d72292;True;arrayAverageLT;46;4.765851636966432;5;False;0.8913043478260869;0.5652173913043478;0.10869565217391304;0.0;0.23076923076923078;0.2692307692307692;0.19230769230769232;0.23076923076923078;0.2692307692307692;35.14850179840829;-13;-7;2;-19;-19;1
a81594d4;True;arrayAverageLT;304;5.827997392738008;5;False;0.8289473684210527;0.5921052631578947;0.04276315789473684;0.0;0.15555555555555556;0.2111111111111111;0.2111111111111111;0.3055555555555556;0.26666666666666666;28.00499599458603;-120;-49;8;-90;-36;5
b84d57ba;True;arrayAverageLT;34;0.7608987557067407;5;False;0.9411764705882353;0.6470588235294118;0.08823529411764706;0.0;0.18181818181818182;0.18181818181818182;0.09090909090909091;0.2727272727272727;0.4090909090909091;29.474335457054853;6;6;1;0;0;1
502f3f13;True;arrayAverageLT;271;6.833598103739567;5;False;0.996309963099631;0.7527675276752768;0.05166051660516605;0.0036900369003690036;0.11764705882352941;0.19117647058823528;0.20588235294117646;0.3137254901960784;0.28431372549019607;37.968547998047924;-130;-37;10;-100;-4;6
a419ffe2;True;arrayAverageLN;701;22.993407025945487;5;False;0.9557774607703281;0.6861626248216833;0.0;0.0;0.15384615384615385;0.21205821205821207;0.23492723492723494;0.2765072765072765;0.27442827442827444;53.604448120428195;-392;-107;25;-362;49;16
bfae9f90;True;arrayAverageLN;103;6.55424753420299;5;False;0.912621359223301;0.6310679611650486;0.0;0.0;0.13846153846153847;0.2153846153846154;0.15384615384615385;0.3384615384615385;0.27692307692307694;39.34797554732239;-22;4;4;-4;17;2
63677c3e;True;arrayAverageLN;220;5.487242161973412;5;False;0.9727272727272728;0.6454545454545455;0.0;0.0;0.14788732394366197;0.21830985915492956;0.23943661971830985;0.23943661971830985;0.29577464788732394;40.391145072565266;-92;-20;7;-68;5;5
0dd6451f;True;arrayAverageLN;169;5.8940466641090925;5;False;0.9408284023668639;0.4556213017751479;0.0;0.0;0.16883116883116883;0.2597402597402597;0.23376623376623376;0.3116883116883117;0.18181818181818182;43.75096922598799;-44;-7;4;-26;14;3
779e5d3b;True;arrayAverageLN;452;7.060293658231803;5;False;0.9203539823008849;0.5442477876106194;0.0;0.0;0.1016260162601626;0.15447154471544716;0.13414634146341464;0.4024390243902439;0.3048780487804878;32.770147620572196;-111;-32;8;-81;37;6
de29c929;True;arrayAverageLN;207;4.791333935143393;5;False;0.9420289855072463;0.6908212560386473;0.0;0.0;0.06293706293706294;0.0979020979020979;0.1048951048951049;0.4405594405594406;0.34965034965034963;26.682829268953093;-26;-16;3;-9;-6;2
efb5c33f;True;arrayAverageLN;294;5.381756942283403;5;False;0.9761904761904762;0.6020408163265306;0.0;0.0;0.11864406779661017;0.23728813559322035;0.2937853107344633;0.2711864406779661;0.192090395480226;25.96824025005541;-156;-33;10;-132;6;6
1cbabb88;True;binarySearchMT;533;3.8786485129421693;5;False;0.9380863039399625;0.549718574108818;0.06566604127579738;0.0;0.11945392491467577;0.19112627986348124;0.16382252559726962;0.32764505119453924;0.31399317406143346;26.70169861990505;-156;-73;5;-205;-170;8
ab5e5846;True;binarySearchMT;20;0.5380104374024857;5;False;0.95;0.85;0.0;0.0;0.11764705882352941;0.17647058823529413;0.058823529411764705;0.4117647058823529;0.29411764705882354;91.65285348807687;-5;-5;1;-11;-11;1
33d8c332;True;binarySearchMT;173;6.086619990852479;5;False;1.0;0.7572254335260116;0.1676300578034682;0.0;0.0916030534351145;0.10687022900763359;0.07633587786259542;0.4351145038167939;0.37404580152671757;19.964740265416122;-37;-35;2;-45;-35;3
b02b7162;True;binarySearchMT;276;4.130623484689754;5;False;0.9239130434782609;0.7391304347826086;0.08333333333333333;0.0;0.11764705882352941;0.1568627450980392;0.14705882352941177;0.4117647058823529;0.27941176470588236;21.90704693075138;-72;-24;4;-121;-91;7
03dc81fa;True;binarySearchMT;602;5.867332020818307;5;False;0.9867109634551495;0.6112956810631229;0.06312292358803986;0.0033222591362126247;0.15760869565217392;0.1875;0.14402173913043478;0.391304347826087;0.27445652173913043;38.207576864916575;-204;-131;8;-241;-186;12
b167d432;True;binarySearchMT;156;6.9521814697624675;5;False;0.8974358974358975;0.6602564102564102;0.10256410256410256;0.0;0.1553398058252427;0.18446601941747573;0.1650485436893204;0.36893203883495146;0.27184466019417475;41.857856408354564;-38;-35;2;-69;-49;5
77c00511;True;binarySearchMT;456;4.464635388109971;5;False;1.0;0.6206140350877193;0.1162280701754386;0.0;0.127208480565371;0.1625441696113074;0.14840989399293286;0.35335689045936397;0.3321554770318021;22.76130838438004;-136;-76;7;-173;-148;6
c91e49ab;True;binarySearchMT;212;1.0806347199779796;5;False;0.9811320754716981;0.7075471698113207;0.10849056603773585;0.0;0.12666666666666668;0.17333333333333334;0.17333333333333334;0.31333333333333335;0.3333333333333333;33.201955833415674;-71;-48;4;-101;-91;3
27ef8f7c;True;binarySearchMT;450;4.930696323891963;5;False;0.9711111111111111;0.6977777777777778;0.04666666666666667;0.006666666666666667;0.14012738853503184;0.21656050955414013;0.19745222929936307;0.29936305732484075;0.28343949044585987;29.67415806861054;-214;-32;9;-257;-237;5
4a008c2b;True;binarySearchMN;221;9.20603182537699;5;False;0.8733031674208145;0.669683257918552;0.0;0.0;0.10135135135135136;0.12162162162162163;0.12162162162162163;0.42567567567567566;0.32432432432432434;21.206059986756483;-50;-38;2;-50;-38;2
095c9452;True;binarySearchMN;164;3.2001248829222604;5;False;0.9512195121951219;0.8170731707317073;0.0;0.0;0.12686567164179105;0.16417910447761194;0.1417910447761194;0.39552238805970147;0.291044776119403;16.76272668332857;-37;-13;2;-37;-13;2
5650734b;True;binarySearchMN;169;3.8309833612912003;5;False;0.9408284023668639;0.7810650887573964;0.0;0.0;0.09848484848484848;0.14393939393939395;0.13636363636363635;0.36363636363636365;0.3484848484848485;25.357990127799308;-28;-20;2;-28;-20;2
