ExperiencePCTasks;ExperiencePCTasksComment;FeelingStudy;FeelingStudyComment;ProblemSolvingStrategies;ChangeComprehension;TAComprehension;TAComprehensionComment;TAComprehensionGeneral;TAComprehensionGeneralComment;LaterCodeSnippets
2;"";3;"";"I was first confused by variable names but as I moved on into the other
questions I began to realize that most of it is just some well known
algorithms disguised in weird variable names.";Yes, I guess it became easier as I progressed.;False;"";True;"In some languages specially in a larger code set knowing the types makes it
easier to understand the code without having to guess or read a large part of
the written code";later
