ExperiencePCTasks;ExperiencePCTasksComment;FeelingStudy;FeelingStudyComment;ProblemSolvingStrategies;ChangeComprehension;TAComprehension;TAComprehensionComment;TAComprehensionGeneral;TAComprehensionGeneralComment;LaterCodeSnippets
4;"- Variables names were not easy to remember
- Usually I tend to forget a simple operation inside the algorithm that may or may not change the final.";3;my eyes hurts a little bit;It changed from imagining input to understanding the whole corner cases.;Yes, it gets easier with time. Maybe warming would be a good idea.;True;"It helped eliminate some inputs as the type annotation states the expected
input.
It also helped with predicting what the algorithm might aim to solve.";True;"it is beneficial for teamwork, however, comments could do the same trick or
even be more detailed.";"Throughout the whole study my ability to concentrate or think got better,
however, some code snippets were indeed easier but not necessarily the
later ones."
