Time;Gaze.X;GazeY;SubjectID;Snippet;TrialNumber
2851751,1607;1296,92578213451;698,027609669018;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851769,3111;1305,81912313465;700,351548492606;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851797,6008;1305,21649793261;694,57544365407;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851813,3054;1304,76631133661;692,52404486362;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851842,1782;1305,07315529468;686,212828302919;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851862,5624;1302,58150214571;688,117299164341;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851878,5095;1303,59768377096;685,981955429814;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851894,5254;1304,04694775401;686,568587089751;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851909,862;1312,47953449082;689,52922898368;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851925,1211;1316,5254242995;685,393214498039;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851940,2888;1316,29032689442;683,366013061289;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851955,29;1310,8653524759;685,999160955552;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2851992,4684;1309,22286712468;682,907767133716;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852016,5075;1307,13571402434;686,143080408379;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852032,1823;1299,81734813825;689,454865533923;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852048,0125;1283,90946941245;664,419852417685;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852062,9616;1269,18572159735;633,296604385108;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852078,9594;1233,23353705063;564,703295380778;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852094,7477;1225,27206585692;554,958291124408;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852111,266;1186,47367176258;495,968924253576;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852141,5668;1182,46506052723;498,403490713776;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852156,5839;1183,24391736511;498,79874465418;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852171,574;1190,05547127589;500,362421862801;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852186,6108;1195,36578665938;501,407009110921;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852202,444;1188,89835521538;498,697399391793;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852218,3226;1195,58523970335;500,415683094899;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852234,3509;1183,70793492255;491,128737056518;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852249,7061;1164,53699636799;485,322195138515;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852265,6777;1163,03488726195;484,362418921354;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
2852292,2151;1146,4828614104;477,852869023632;be2bf5ed-c6da-4d5d-a77c-606689ab2592;arrayAverageLN;1
